Title,SJR,H index,Quartile
Internistische Praxis,"0,105",6,Q4
Islamic Studies,"0,105",3,Q4
Japanese Journal of Leprosy,"0,105",7,Q4
Japanese Journal of Physical Fitness and Sports Medicine,"0,105",13,Q4
Journal des Economistes et des Etudes Humaines,"0,105",11,Q4
Journal of African Military History,"0,105",3,Q4
Journal of Austrian studies,"0,105",6,Q3
Journal of Chinese Humanities,"0,105",4,Q3
Journal of Chinese Physician,"0,105",2,Q4
Journal of Early American History,"0,105",6,Q3
Journal of Empirical Generalisations in Marketing Science,"0,105",12,Q4
Journal of Medical Pest Control,"0,105",2,Q4
Journal of Shi'a Islamic Studies,"0,105",7,Q4
Journal of the Anthropological Society of South Australia,"0,105",9,Q4
Journal of the Indian Medical Association,"0,105",32,Q4
Journal on Asian Linguistic Anthropology,"0,105",2,Q4
Kanzo/Acta Hepatologica Japonica,"0,105",12,Q4
Kukila,"0,105",11,Q4
Lekar a Technika,"0,105",7,Q4
Lexia,"0,105",6,Q4
Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption,"0,105",8,Q4
Mass Communication Research,"0,105",5,Q4
Medioevo Romanzo,"0,105",5,Q3
Mining Engineering,"0,105",23,Q4
Nordic Journal of Aesthetics,"0,105",7,Q3
Nouvelles Questions Feministes,"0,105",12,Q4
"Pain, Joints, Spine","0,105",1,Q4
Papers on Language and Literature,"0,105",10,Q3
Performing Islam,"0,105",1,Q3
Petroleum Refinery Engineering,"0,105",9,Q4
Philosophical Readings,"0,105",4,Q4
Pneumologia,"0,105",11,Q4
Policlinico - Sezione Medica,"0,105",2,Q4
Priroda (Czech Republic),"0,105",1,Q4
Przestrzenie Teorii,"0,105",3,Q3
Psychopharmakotherapie,"0,105",13,Q4
Quebec Journal of International Law,"0,105",5,Q4
Religions in the Graeco-Roman World,"0,105",18,Q3
Revista Canadiense de Estudios Hispanicos,"0,105",7,Q3
Revista Cubana de Plantas Medicinales,"0,105",16,Q4
Revista de Etnologie si Culturologie,"0,105",1,Q4
Revista de Filosofia (Chile),"0,105",3,Q4
Revista de Fitoterapia,"0,105",5,Q4
Revista de Gestion Publica,"0,105",2,Q4
Revista Kawsaypacha: Sociedad y Medio Ambiente,"0,105",2,Q4
Revista Latinoamericana de Metalurgia y Materiales,"0,105",10,Q4
Revista Mexicana de Trastornos Alimentarios,"0,105",12,Q4
Revue de Chirurgie Orthopedique et Traumatologique,"0,105",48,Q4
Revue des Maladies Respiratoires Actualites,"0,105",5,Q4
Rinsan Shikenj Oha/Journal of the Hokkaido Forest Products Research Institute,"0,105",4,Q4
"Rocznik Muzeum Narodowego w Warszawie, Nowa Seria","0,105",0,Q3
Romance Notes,"0,105",5,Q3
Romanian Journal of Medical Practice,"0,105",4,Q4
Russian Family Doctor,"0,105",2,Q4
Scriptorium,"0,105",9,Q3
Seksuologia Polska,"0,105",7,Q4
"Sesit pro Umeni, Teorii a Pribuzne Zony","0,105",0,Q3
Seybold Report,"0,105",2,Q4
Signos Filosoficos,"0,105",3,Q4
Situations,"0,105",4,Q4
Spore,"0,105",2,Q4
Studies in Critical Social Sciences,"0,105",8,Q4
Studies in History and Philosophy of Science(Netherlands),"0,105",13,Q3
Studies in Latin American Popular Culture,"0,105",7,Q4
Studies in the History of Gardens and Designed Landscapes,"0,105",11,Q3
Teaching Artist Journal,"0,105",7,Q4
Textxet: Studies in Comparative Literature,"0,105",8,Q3
Theology and Mission in World Christianity,"0,105",5,Q4
Theology Today,"0,105",11,Q4
Urology Times,"0,105",3,Q4
"Vestnik Tomskogo Gosudarstvennogo Universiteta - Upravlenie, Vychislitel'naya Tekhnika i Informatika","0,105",3,Q4
War &amp; society,"0,105",9,Q3
Welt der Slaven-Halbjahresschrift fur Slavistik,"0,105",6,Q3
World of Mining - Surface and Underground,"0,105",9,Q4
Year's Work in Critical and Cultural Theory,"0,105",5,Q3
Zeitschrift fur Antikes Christentum,"0,105",15,Q3
Zhonghua shi yan he lin chuang bing du xue za zhi = Zhonghua shiyan he linchuang bingduxue zazhi = Chinese journal of experimental and clinical virology,"0,105",13,Q4
AAO Journal,"0,104",5,Q4
Advances in Austrian Economics,"0,104",17,Q4
Altre Modernita,"0,104",7,Q3
Americania,"0,104",1,Q4
Annales Universitatis Apulensis. Series Historica,"0,104",4,Q3
Anuario Filosofico,"0,104",7,Q4
Archives of Epilepsy,"0,104",1,Q4
Artibus Asiae,"0,104",11,Q3
Austral: Brazilian Journal of Strategy and International Relations,"0,104",6,Q4
Australasian Drama Studies,"0,104",5,Q3
Aut Aut,"0,104",4,Q4
Building and Landscapes,"0,104",6,Q3
Bulletin of the Physical Fitness Research Institute,"0,104",4,Q4
Cadernos de Linguagem e Sociedade,"0,104",4,Q4
Cahiers de Geographie de Quebec,"0,104",13,Q4
Cahiers des Etudes Anciennes,"0,104",5,Q3
China Journal of Leprosy and Skin Diseases,"0,104",2,Q4
Chinese Journal of Neurosurgery,"0,104",2,Q4
Chinese Journal of Pharmaceutical Biotechnology,"0,104",7,Q4
Chinese Medical Ethics,"0,104",2,Q4
CHINOPERL: Journal of Chinese Oral and Performing Literature,"0,104",4,Q3
Chiropractic Journal of Australia,"0,104",5,Q4
Ciencia da Informacao,"0,104",15,Q4
Clinical Medicine of China,"0,104",1,Q4
"Clio: Histoire, Femmes et Societes","0,104",8,Q4
Coal Age,"0,104",7,Q4
Colon and Rectum,"0,104",4,Q4
Comparative Drama,"0,104",11,Q3
Compilation and Translation Review,"0,104",1,Q4
"Contagion: Journal of Violence, Mimesis, and Culture","0,104",5,Q3
Contradictions,"0,104",2,Q4
Cuadernos de Investigacion Filologica,"0,104",1,Q3
Cuadernos del Cendes,"0,104",8,Q4
Cultura Neolatina,"0,104",6,Q3
Cultural History,"0,104",7,Q4
Dejiny - Teorie - Kritika,"0,104",1,Q4
Diabetes Aktuell,"0,104",4,Q4
Dionysius,"0,104",4,Q3
Divergencia,"0,104",2,Q4
Drug Development and Delivery,"0,104",12,Q4
Drug Topics,"0,104",8,Q4
Edad de Oro,"0,104",6,Q3
Eidola,"0,104",1,Q3
Ephemerides Theologicae Lovanienses,"0,104",9,Q4
Espaces et Societes,"0,104",3,Q4
Evangelische Theologie,"0,104",4,Q4
Film Studies,"0,104",8,Q3
Forum Historiae,"0,104",2,Q4
Forum on Immunopathological Diseases and Therapeutics,"0,104",14,Q4
Frontiers in Clinical Drug Research - Anti Infectives,"0,104",2,Q4
Fuels and Lubes International,"0,104",2,Q4
Geologie de la France,"0,104",8,Q4
Good Society,"0,104",10,Q4
Guti Dianzixue Yanjiu Yu Jinzhan/Research and Progress of Solid State Electronics,"0,104",7,Q4
Hamsa,"0,104",1,Q3
Histoire Urbaine,"0,104",9,Q4
Holocaust and Genocide Studies,"0,104",22,Q4
Humanidades,"0,104",2,Q4
Implantologie,"0,104",7,Q4
In Monte Artium,"0,104",1,Q3
Indian Journal of Forensic Medicine and Pathology,"0,104",4,Q4
Infini,"0,104",1,Q3
International Conference on Multidisciplinary Research,"0,104",2,-
International Journal of Francophone Studies,"0,104",5,Q3
International Journal of Legal Information,"0,104",4,Q4
International Journal of Marketing Semiotics and Discourse Studies,"0,104",5,Q4
International Journal of Nonlinear Science,"0,104",3,Q4
International Review of African American Art,"0,104",2,Q3
Japanese Journal of Lung Cancer,"0,104",8,Q4
Jesuit Studies,"0,104",3,Q4
Journal Africain d'Hepato-Gastroenterologie,"0,104",7,Q4
Journal für Gastroenterologische und Hepatologische Erkrankungen,"0,104",5,Q4
Journal fur Urologie und Urogynakologie,"0,104",7,Q4
Journal of Architecture and Planning,"0,104",3,Q4
Journal of Cellular Automata,"0,104",15,Q4
Journal of Chinese Film Studies,"0,104",3,Q3
Journal of Curatorial Studies,"0,104",4,Q3
Journal of Folklore Research,"0,104",19,Q4
Journal of Global Postcolonial Studies,"0,104",1,Q3
Journal of Korean Religions,"0,104",6,Q4
Journal of Modern Russian History and Historiography,"0,104",4,Q4
Journal of New Zealand and Pacific Studies,"0,104",3,Q3
Journal of Popular Romance Studies,"0,104",2,Q3
Journal of Statistical Research,"0,104",1,Q4
Journal of the Statistical and Social Inquiry Society of Ireland,"0,104",8,Q4
Journal of the Warburg and Courtauld Institutes,"0,104",13,Q4
Journal of Thermoelectricity,"0,104",6,Q4
"JPT, Journal of Petroleum Technology","0,104",40,Q4
Judaisme Ancien - Ancient Judaism,"0,104",2,Q3
Kartograficke Listy,"0,104",3,Q4
Language Faculty and Beyond,"0,104",3,Q4
Late Imperial China,"0,104",16,Q4
Lecturae Tropatorum,"0,104",2,Q3
Library and Information Science,"0,104",6,Q4
Lied und Populare Kultur,"0,104",5,Q4
Literature and History,"0,104",10,Q3
Lurralde: Investigacion y Espacio,"0,104",6,Q4
Margens,"0,104",2,Q3
Medizintechnik,"0,104",3,Q4
Mester,"0,104",0,Q3
Middle Eastern Literatures,"0,104",8,Q3
Ming Qing Yanjiu,"0,104",6,Q3
Multitudes,"0,104",14,Q4
Musical Quarterly,"0,104",21,Q4
Nag Hammadi and Manichaean Studies,"0,104",9,Q3
NED University Journal of Research,"0,104",1,Q4
Neurologia-Neurocirugia Psiquiatria,"0,104",3,Q4
New Emirates Medical Journal,"0,104",5,Q4
New Medicine,"0,104",6,Q4
Oceanide,"0,104",3,Q4
Offshore Engineering,"0,104",5,Q4
Operations Management Education Review,"0,104",1,Q4
ORAL and Implantology,"0,104",28,Q4
Overland,"0,104",5,Q3
Oxford German Studies,"0,104",6,Q3
PAJ - Journal of Performance and Art,"0,104",11,Q3
Pennsylvania Geographer,"0,104",6,Q4
Perspectives of New Music,"0,104",6,Q4
Postcolonial Directions in Education,"0,104",2,Q4
"Practica Otologica, Supplement","0,104",3,Q4
Praticas da Historia,"0,104",2,Q4
Public Journal of Semiotics,"0,104",3,Q4
Quaderni Storici,"0,104",12,Q4
Reflexe,"0,104",2,Q4
Regioni,"0,104",2,Q4
Reliable Computing,"0,104",34,Q4
Religion and Society in Central and Eastern Europe,"0,104",3,Q4
Renaissance and Reformation,"0,104",8,Q3
Research Report ARR,"0,104",8,Q4
Revista de Estudos Criminais,"0,104",2,Q4
Revista Letral,"0,104",5,Q3
Revue Belge d'Archeologie et d'Histoire de l'Art,"0,104",1,Q3
Revue des Mondes Musulmans et de la Mediterranee,"0,104",6,Q4
Revue Internationale de Criminologie et de Police Technique et Scientifique,"0,104",9,Q4
Revue Internationale de Droit Penal,"0,104",9,Q4
Romanian Journal of Infectious Diseases,"0,104",3,Q4
SAE International Journal of Advances and Current Practices in Mobility,"0,104",1,Q4
Scandinavica,"0,104",3,Q3
Scottish Historical Review,"0,104",16,Q4
Slovo a Smysl,"0,104",2,Q3
Social and Economic Studies,"0,104",10,Q4
Steinbeck Review,"0,104",3,Q3
Studia Rudolphina,"0,104",1,Q3
TalTech Journal of European Studies,"0,104",10,Q4
Tamkang Review,"0,104",5,Q3
TAPA,"0,104",3,Q3
Textiles Eastern Europe,"0,104",1,Q4
Textiles South East Asia,"0,104",0,Q4
Theology and Sexuality,"0,104",15,Q4
Transsylvania Nostra,"0,104",3,Q4
Transylvanian Review,"0,104",6,Q4
Tumor,"0,104",9,Q4
Tyche,"0,104",6,Q4
Vjesnik Arheoloskog Muzeja u Zagrebu,"0,104",4,Q4
Wagadu: Journal of Transnational Women's and Gender Studies,"0,104",2,Q4
Water Wheel,"0,104",6,Q4
Wellsian,"0,104",1,Q3
Yale Review,"0,104",4,Q3
Yearbook of Comparative Literature,"0,104",4,Q3
A Contrario,"0,103",7,Q3
Acta Botanica Venezuelica,"0,103",9,Q4
Acta Comeniana,"0,103",3,Q4
Acta Medica Saliniana,"0,103",5,Q4
Acta Scientiarum Language and Culture,"0,103",6,Q3
Adolescencia e Saude,"0,103",6,Q4
Advances in Accounting Education: Teaching and Curriculum Innovations,"0,103",11,Q4
Advances in Nonlinear Variational Inequalities,"0,103",10,Q4
Advances in Small Animal Medicine and Surgery,"0,103",3,Q4
Agri Centuriati,"0,103",1,Q4
Akropolis,"0,103",2,Q3
Akzente,"0,103",2,Q3
American Pharmaceutical Review,"0,103",26,Q4
Analecta Hibernica,"0,103",2,Q4
"Analele Universitatii din Bucuresti, Seria Stiinte Politice","0,103",3,Q4
Analisi Linguistica e Letteraria,"0,103",5,Q3
Anglica,"0,103",3,Q3
"Annales d'Universite 'Valahia' Targoviste, Section d'Archeologie et d'Histoire","0,103",6,Q4
Annales Francaises d'Oto-Rhino-Laryngologie et de Pathologie Cervico-Faciale,"0,103",19,Q4
Anuario Espanol de Derecho Internacional Privado,"0,103",3,Q4
Archiv fur Liturgiewissenschaft,"0,103",5,Q4
Archive of Oncology,"0,103",14,Q4
Ars Longa,"0,103",5,Q3
Art History,"0,103",23,Q3
Asten Journal of Teacher Education,"0,103",1,Q4
Ausa,"0,103",3,Q3
Biblios,"0,103",6,Q4
Boletin del Museo del Prado,"0,103",1,Q3
Brill Reference Library of Judaism,"0,103",6,Q4
Brill's Companions to the Christian Tradition,"0,103",14,Q4
Bulgarian Historical Review,"0,103",3,Q4
Bulletin of Spanish Visual Studies,"0,103",2,Q3
Bulletin of the Anglo-Israel Archaeological Society,"0,103",1,Q4
Bulletin of the Detroit Institute of Arts,"0,103",0,Q3
Byzantinoslavica,"0,103",7,Q4
Cahiers de Psychologie Clinique,"0,103",10,Q4
Canterbury Law Review,"0,103",1,Q4
Carreteras,"0,103",5,Q4
Chinese Journal of Anesthesiology,"0,103",3,Q4
Chinese Journal of Gastroenterology,"0,103",9,Q4
Chinese Journal of Interventional Imaging and Therapy,"0,103",6,Q4
Chinese Journal of Medical Imaging Technology,"0,103",7,Q4
Circular Farmaceutica,"0,103",3,Q4
CLA Journal,"0,103",6,Q3
Classical World,"0,103",17,Q3
Communication and Medicine,"0,103",25,Q4
Competition Law Journal,"0,103",3,Q4
Computer Aided Chemical Engineering,"0,103",32,Q4
Convegno Nazionale di Bioingegneria,"0,103",2,-
Cuadernos de Arte de la Universidad de Granada,"0,103",1,Q3
Deutsche Lebensmittel-Rundschau,"0,103",27,Q4
Diabetologie Metabolismus Endokrinologie Vyziva,"0,103",6,Q4
Dialogos,"0,103",5,Q4
DLR Deutsches Zentrum fur Luft- und Raumfahrt e.V. - Forschungsberichte,"0,103",10,Q4
"East Central and Eastern Europe in the Middle Ages, 450-1450","0,103",10,Q3
Economic Outlook,"0,103",9,Q4
Edinburgh Law Review,"0,103",13,Q4
Endoscopic Forum for Digestive Disease,"0,103",4,Q4
Endowment Studies,"0,103",2,Q4
Ethiopian Journal of Pediatrics and Child Health,"0,103",2,Q4
Evidence-Based Practice,"0,103",3,Q4
Ex-position,"0,103",3,Q3
Expressions Maghrebines,"0,103",6,Q3
Fabriksoftware,"0,103",2,Q4
Facta,"0,103",0,Q3
Faventia,"0,103",1,Q3
Federal Register,"0,103",60,Q4
Film Criticism,"0,103",13,Q3
Filtration and Separation,"0,103",33,Q4
Fonetica si Dialectologie,"0,103",3,Q4
Foreign Policy,"0,103",42,Q4
Forensic Anthropology,"0,103",3,Q4
French Colonial History,"0,103",6,Q4
GESTA-International Center of Medieval Art,"0,103",14,Q3
GLOCAL Conference Proceedings,"0,103",2,-
Henoch,"0,103",4,Q4
Histoire Medievale et Archeologie,"0,103",1,Q4
Histoire Sociale,"0,103",14,Q4
"Historical Journal of Film, Radio and Television","0,103",20,Q3
Historische Anthropologie,"0,103",7,Q4
Historisches Jahrbuch,"0,103",7,Q4
HJOG,"0,103",2,Q4
Homme,"0,103",17,Q4
Humanistica Lovaniensia: Journal of Neo-Latin studies,"0,103",5,Q3
Humanitas Taiwanica,"0,103",0,Q3
Hungarian Yearbook of International Law and European Law,"0,103",2,Q4
Hypnos,"0,103",2,Q3
IAFOR Journal of Cultural Studies,"0,103",2,Q4
Iconicity in Language and Literature,"0,103",18,Q4
Index on Censorship,"0,103",11,Q4
Indian Journal of Social Work,"0,103",10,Q4
Industrie Alimentari,"0,103",14,Q4
Integrative Medicine Alert,"0,103",3,Q4
"Interiors: Design, Architecture, Culture","0,103",7,Q3
International Journal of Computer Science and Applications,"0,103",18,Q4
International Journal of Regional and Local History,"0,103",3,Q4
"International Journal of Research on History Didactics, History Education and History Culture","0,103",3,Q4
International Journal of Sino-Western Studies,"0,103",2,Q4
International Pest Control,"0,103",9,Q4
International Studies in the History of Rhetoric,"0,103",4,Q3
Intersections (Australia),"0,103",2,Q4
IUP Journal of English Studies,"0,103",5,Q3
Japan Journal of Logopedics and Phoniatrics,"0,103",7,Q4
Japanese Journal of Southeast Asian Studies,"0,103",20,Q4
Jazz Perspectives,"0,103",6,Q4
"Jeunesse: Young People, Texts, Cultures","0,103",5,Q3
JK Practitioner,"0,103",12,Q4
Journal fur Pharmakologie und Therapie,"0,103",2,Q4
Journal of Ancient Civilizations,"0,103",3,Q4
Journal of Applied Linguistics and Professional Practice,"0,103",21,Q4
Journal of Assessment and Institutional Effectiveness,"0,103",6,Q4
Journal of Belarusian Studies,"0,103",3,Q4
Journal of Engineering Technology,"0,103",10,Q4
Journal of Fatima Jinnah Medical University,"0,103",3,Q4
Journal of Home Economics Research,"0,103",4,Q4
Journal of Landscape Ecology,"0,103",10,Q4
Journal of Linguistic and Intercultural Education,"0,103",2,Q4
Journal of Machine and Computing,"0,103",6,Q4
Journal of Morphological Sciences,"0,103",16,Q4
Journal of Organizational Behavior Education,"0,103",2,Q4
"Journal of reproductive medicine, The","0,103",74,Q4
Journal of Scottish Historical Studies,"0,103",10,Q4
Journal of the British Archeological Association,"0,103",9,Q3
Journal of the Chinese Institute of Civil and Hydraulic Engineering,"0,103",5,Q4
Journal of the Institute of Telecommunications Professionals,"0,103",12,Q4
Journal of the New England Water Works Association,"0,103",8,Q4
Journal of Writing in Creative Practice,"0,103",6,Q3
Langage et l'Homme,"0,103",3,Q4
Lecture Notes in Applied and Computational Mechanics,"0,103",30,Q4
Legal History Review,"0,103",10,Q4
LIT Literature Interpretation Theory,"0,103",13,Q3
Literature and Theology,"0,103",12,Q3
Makslas Vesture un Teorija,"0,103",1,Q3
Marmora,"0,103",2,Q3
Matronas Profesion,"0,103",6,Q4
Medecine Intensive Reanimation,"0,103",4,Q4
Melanges de l'Institut Dominicaine des Etudes Orientales du Caire,"0,103",4,Q4
Melliand International,"0,103",14,Q4
Metatheoria,"0,103",1,Q4
Michigan Historical Review,"0,103",7,Q4
Middle East Quarterly,"0,103",19,Q4
Multicultural Shakespeare,"0,103",4,Q3
Multidisciplinary Science Journal,"0,103",2,Q4
Natur und Recht,"0,103",9,Q4
NEC Technical Journal,"0,103",10,Q4
Nordic Theatre Studies,"0,103",4,Q3
Nosileftiki,"0,103",6,Q4
Notes and Queries,"0,103",9,Q3
Onkologie (Czech Republic),"0,103",4,Q4
Panamerican Mathematical Journal,"0,103",13,Q4
Pharmaceutical Outsourcing,"0,103",7,Q4
Photonics Spectra,"0,103",19,Q4
Plant Engineering,"0,103",5,Q4
Polymers Paint Colour Journal,"0,103",5,Q4
Prakseologia,"0,103",4,Q4
Przeglad Pediatryczny,"0,103",7,Q4
Pulp and Paper Canada,"0,103",29,Q4
Questions Liturgiques,"0,103",3,Q4
Radovi Instituta za Povijest Umjetnosti,"0,103",4,Q3
Ramon Llull Journal of Applied Ethics,"0,103",6,Q4
Rechtskultur,"0,103",1,Q4
Review of Economic Research on Copyright Issues,"0,103",1,Q4
Review of Korean Studies,"0,103",3,Q4
Revista Arta,"0,103",2,Q3
Revista Clinica de Ortodontia Dental Press,"0,103",1,Q4
Revista Critica de Ciencias Sociais,"0,103",9,Q4
Revista Mexicana de Oftalmologia,"0,103",7,Q4
Revue Archeologique de l'Est,"0,103",5,Q4
Revue de Philosophie Ancienne,"0,103",4,Q4
Revue de synthese / Centre international de synthese,"0,103",10,Q4
Revue d'Histoire Moderne et Contemporaine,"0,103",14,Q4
Revue Francaise d'Etudes Americaines,"0,103",7,Q4
Rigakuryoho Kagaku,"0,103",8,Q4
Rijksmuseum Bulletin,"0,103",4,Q3
Rubber World,"0,103",16,Q4
Russian Japanology Review,"0,103",1,Q3
Russian Studies in Literature,"0,103",5,Q3
Sartre Studies International,"0,103",4,Q3
Schweizerisches Archiv fur Volkskunde,"0,103",3,Q4
Scope,"0,103",3,Q3
Screen Printing,"0,103",2,Q4
Script and Print,"0,103",5,Q3
Sociologia e Ricerca Sociale,"0,103",4,Q4
South Central Review,"0,103",7,Q3
Southeast of Now,"0,103",2,Q3
Strategic Survey,"0,103",1,Q4
Studia Austriaca,"0,103",1,Q3
"Studia Universitatis Cibiniensis, Series Historica","0,103",1,Q3
Studies in Regional Science,"0,103",13,Q4
Synergies Chili,"0,103",3,Q4
Tabularia,"0,103",3,Q4
Taiwan Journal of Linguistics,"0,103",8,Q4
Technology Review,"0,103",22,Q4
Theatre History Studies,"0,103",5,Q3
Theologische Literaturzeitung,"0,103",5,Q4
Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde,"0,103",3,Q4
Transfer(Spain),"0,103",2,Q3
Translational Research in Biomedicine,"0,103",5,Q4
UcoArte. Revista de Teoria e Historia del Arte,"0,103",1,Q4
Usuteaduslik Ajakiri,"0,103",3,Q4
VDI-Z Integrierte Produktion,"0,103",5,Q4
Wenshan Review of Literature and Culture,"0,103",3,Q3
Word and Image,"0,103",16,Q3
Yearbook of Ancient Greek Epic,"0,103",4,Q3
Zagadnienia Filozoficzne w Nauce,"0,103",4,Q4
"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Germanistische Abteilung","0,103",6,Q4
"Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie","0,103",21,Q4
Zgodovina za Vse,"0,103",1,Q4
Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,"0,103",12,Q4
ABA Journal,"0,102",8,Q4
Acta Medico-Historica Rigensia,"0,102",2,Q4
Acta Stomatologica Naissi,"0,102",8,Q4
Advanced Composites Bulletin,"0,102",2,Q4
Advances in Alzheimer's Disease,"0,102",10,Q4
Aegyptus,"0,102",7,Q4
Africa(Italy),"0,102",2,Q4
Agora - Estudos Classicos em Debate,"0,102",4,Q3
Algorithmic Finance,"0,102",11,Q4
American Literary Realism,"0,102",7,Q3
Amfiteater,"0,102",2,Q4
Anais de Historia de Alem-Mar,"0,102",4,Q4
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti i Umjetnosti u Dubrovniku,"0,102",5,Q3
Ancient History Bulletin,"0,102",3,Q3
Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology,"0,102",12,Q4
Annales,"0,102",23,Q4
Annali di Studi Religiosi,"0,102",1,Q4
Apocrypha,"0,102",1,Q3
Archaeological Textiles Review,"0,102",1,Q4
Archaeology,"0,102",8,Q4
Architecture Research,"0,102",1,Q4
Archives,"0,102",3,Q4
Ars Judaica,"0,102",2,Q4
Art History and Criticism,"0,102",2,Q3
Arts of Asia,"0,102",3,Q3
Atemwegs- und Lungenkrankheiten,"0,102",8,Q4
Authorship,"0,102",2,Q3
Axon,"0,102",2,Q3
Baltic Linguistics,"0,102",5,Q4
Banking Law Journal,"0,102",6,Q4
Boletin de la Sociedad Espanola de Espeleologia y Ciencias del Karst,"0,102",2,Q4
Buddhist-Christian Studies,"0,102",2,Q4
Bulletin de liaison des membres de la Societe de geographie,"0,102",1,Q4
Bulletin de Philosophie Medievale,"0,102",3,Q4
Bulletin of the Plankton Society of Japan,"0,102",13,Q4
Cahiers de Lexicologie,"0,102",8,Q4
Cahiers d'Ethnomusicologie,"0,102",4,Q4
Cahiers du Genre,"0,102",10,Q4
Catalan Review,"0,102",2,Q3
Catholica,"0,102",3,Q4
Central Europe,"0,102",20,Q4
Chemical Fibers International,"0,102",16,Q4
Chemist,"0,102",7,Q4
Chirurgia Polska,"0,102",6,Q4
Choreographic Practices,"0,102",5,Q4
Chronique d'Egypte,"0,102",7,Q4
CIM Magazine,"0,102",5,Q4
Cincinnati Romance Review,"0,102",3,Q3
Cinemas d'Amerique Latine,"0,102",3,Q3
Cithara,"0,102",3,Q3
Clavier Companion,"0,102",2,Q4
Clean Air and Containment Review,"0,102",7,Q4
Coating International,"0,102",5,Q4
Cocuk Sagligi ve Hastaliklari Dergisi,"0,102",14,Q4
"Communication, Culture and Change in Asia","0,102",3,Q4
Confrontation,"0,102",1,Q3
Consulting-Specifying Engineer,"0,102",4,Q4
Convergencias: Revista de Investigacao e Ensino das Artes,"0,102",1,Q4
Craniomaxillofacial Research and Innovation,"0,102",1,Q4
Critical Ethnic Studies,"0,102",2,Q4
Crusades,"0,102",9,Q4
Cuadernos de historia moderna,"0,102",2,Q4
Cuadernos del Cemyr,"0,102",1,Q3
Culture et Musees,"0,102",4,Q4
Dairy Industries International,"0,102",6,Q4
Dance Chronicle,"0,102",10,Q4
Dirasat Hispanicas,"0,102",1,Q3
Discursos Fotograficos,"0,102",4,Q4
Dostoevsky Journal,"0,102",3,Q3
Drug Delivery System,"0,102",9,Q4
Dubrovnik Annals,"0,102",3,Q4
"East Asian science, technology, and medicine","0,102",6,Q4
East European Jewish Affairs,"0,102",11,Q4
Edgar Allan Poe Review,"0,102",3,Q3
EEAG Report on the European Economy,"0,102",5,Q4
Ela,"0,102",6,Q4
ENR (Engineering News-Record),"0,102",9,Q4
Erasmus of Rotterdam Society Yearbook,"0,102",6,Q4
ESP Across Cultures,"0,102",1,Q4
ESPES,"0,102",1,Q3
Esprit,"0,102",10,Q4
Estudos de Linguistica Galega,"0,102",7,Q4
Etudes Celtique,"0,102",5,Q4
European Journal of Musculoskeletal Diseases,"0,102",2,Q4
Existenzanalyse,"0,102",3,Q4
Experiment,"0,102",4,Q4
Eye - International Review of Graphic Design,"0,102",1,Q4
Faux Titre,"0,102",6,Q3
Fleischwirtschaft,"0,102",17,Q4
Future Anterior,"0,102",8,Q3
Galilaeana,"0,102",3,Q4
Gazette des Archives,"0,102",3,Q4
Genocide Studies International,"0,102",4,Q4
GEO: connexion,"0,102",5,Q4
German Life and Letters,"0,102",14,Q3
German Yearbook of International Law,"0,102",5,Q4
Global Sixties: An Interdisciplinary Journal,"0,102",8,Q4
Helios,"0,102",15,Q3
Historian,"0,102",15,Q4
Historical Review,"0,102",7,Q4
Historisk Tidskrift,"0,102",5,Q4
Hokkaido Journal of Orthopaedics and Traumatology,"0,102",2,Q4
Human Resource Management International Digest,"0,102",17,Q4
Hydrocarbon Processing,"0,102",29,Q4
In_Bo,"0,102",1,Q4
Incidenza dell' Antico,"0,102",2,Q3
Incontri Linguistici,"0,102",3,Q4
Indonesian Journal of Obstetrics and Gynecology,"0,102",2,Q4
International Conference on Digital Printing Technologies,"0,102",19,-
International Journal of Anglo-Indian Studies,"0,102",1,Q4
"International Journal of Architectonic, Spatial, and Environmental Design","0,102",4,Q4
International Journal of Critical Pedagogy,"0,102",4,Q4
International Journal of Design in Society,"0,102",4,Q3
International Journal of Electrical Engineering,"0,102",8,Q4
International Journal of Pedagogy and Curriculum,"0,102",5,Q4
International Journal of the Society of Materials Engineering for Resources,"0,102",12,Q4
International Journal of Vehicle Safety,"0,102",18,Q4
International Ocean Systems,"0,102",5,Q4
International Review of Medical Practice,"0,102",1,Q4
Islamic Quarterly,"0,102",4,Q4
Japanese Journal of Clinical Chemistry,"0,102",5,Q4
Japanese Journal of Gastroenterological Surgery,"0,102",10,Q4
Journal fur Reproduktionsmedizin und Endokrinologie,"0,102",13,Q4
Journal of Anglo-Portuguese Studies,"0,102",1,Q3
Journal of Asian Humanities at Kyushu University,"0,102",3,Q4
Journal of China and International Relations,"0,102",2,Q4
Journal of Chinese Military History,"0,102",5,Q4
Journal of Forensic Medicine and Toxicology,"0,102",19,Q4
Journal of Indian Council of Philosophical Research,"0,102",5,Q4
Journal of Internal Medicine of Taiwan,"0,102",9,Q4
